id_cliente,target
86824938,0
76754371,0
65802948,0
76321782,1
36941238,0
85687207,0
59257184,0
93908408,0
93869232,0
77846084,0
89780532,0
93991565,0
60097078,0
86033346,0
78378375,1
50786012,0
42780038,0
55315460,0
59932414,0
61741682,0
93903328,0
50883573,0
44965646,0
39314533,0
49258693,0
31244574,0
84372161,0
93866690,0
46322655,0
41531832,0
64759783,0
50954649,0
51763062,0
93897962,0
60767658,0
93964907,0
62324904,0
34622489,0
93983155,0
76306202,0
65925488,0
37920951,0
56686927,0
52153760,0
77074800,0
93991626,0
44827469,0
93890819,0
84465824,0
93896965,0
45601150,0
93877912,0
48023774,0
31363191,0
70995338,0
35577381,0
49347668,0
93876824,0
64438344,0
61308903,0
57114187,0
49607833,0
93868194,1
67099383,1
53166018,0
93829445,0
47420735,0
65834677,0
50222789,0
43016918,0
93903720,0
55110826,0
90960394,0
93838290,0
84718744,0
93313307,0
46033371,0
73922438,0
74423185,0
73396951,0
93850786,1
48110950,0
52694421,0
91709591,0
36729626,0
40606686,0
62903147,0
87562220,0
44857945,0
93874572,0
76043405,0
44180737,0
93865416,0
48987669,0
88506722,0
93913500,0
37058129,1
38883771,0
40561166,0
93926355,0
69448687,0
63747125,0
65774148,0
77921854,0
71192804,0
93893402,0
85769151,0
93759185,1
78780223,0
76850884,0
55208508,0
73617032,1
70890132,0
32289389,0
93910526,0
93819635,0
91471650,0
85931824,1
93986151,0
73217849,0
64362139,0
55236963,0
49855299,0
81099050,0
78172347,0
41765045,0
59484355,0
73925399,0
93985630,1
39621836,0
67736299,0
51219890,1
67901536,0
93548068,0
93811188,0
93908098,0
93894067,0
76359086,0
90569916,0
85502776,0
32950220,0
87899344,0
93979473,0
85927488,0
87089319,0
70401642,0
72074604,0
60805790,0
77757311,0
56839376,0
65385709,0
51919832,0
80285294,0
41107959,0
78180814,0
41667709,0
55546959,0
38879531,0
64437811,0
82513850,0
49167812,0
65231822,0
65332747,0
93892255,0
53662114,0
67515348,0
58070687,0
32351444,0
33657385,0
47237510,0
36165079,0
65488099,0
58725046,0
80617595,0
79132630,0
32043153,0
34424215,0
81603257,0
63969768,0
62601716,0
42201503,0
77638189,0
40127046,0
68161803,0
82273225,0
55826205,0
93861942,0
70142539,0
33886313,0
61230569,0
74756145,0
56287412,0
32234305,0
58079975,0
91137087,0
75142228,0
75379741,0
93828365,0
57140036,0
93895335,0
46071716,0
76642738,0
93845309,0
34700215,0
62194807,0
71100574,0
76361874,0
56188329,0
63787964,0
36690102,0
77762215,0
93868789,0
41991316,0
70356082,0
93864379,0
67066459,1
93865135,0
53882690,0
73299119,0
43143632,0
42115082,0
93836609,0
69887394,0
70691238,0
93995732,0
46872954,1
52186454,0
63255602,0
77055488,0
65972275,0
67933450,0
55087717,1
31395710,0
54176171,0
34002190,0
73449743,0
34956868,0
44606598,0
39446693,1
47428678,0
62328995,0
40909749,0
44003841,0
42503960,0
43116860,0
45108984,0
52025384,0
55322858,0
41700124,0
38707052,0
44700741,0
38482384,0
62498708,0
85554947,0
77030376,0
93986432,1
36890921,0
93941627,0
77250630,1
74763046,0
45517602,0
57558476,0
56813666,0
93818349,0
73577877,0
56241436,0
53311564,0
41824535,0
32791262,0
77095423,0
85044478,0
33938883,0
55127856,0
69789809,0
69832157,0
52605761,0
43726964,0
93982676,0
71366139,0
57132877,0
44539114,0
32157684,0
93837540,0
65121895,0
90985905,0
93854560,0
34920902,0
93852586,0
82714693,0
35243463,0
93834252,0
93820028,0
84642132,0
57793462,0
77662059,0
81005320,0
65055117,0
86255727,0
55344347,0
93878101,0
35325347,0
54192673,0
93896962,0
37668842,0
92503644,0
39655295,0
72283720,0
56824758,0
39817438,0
93986992,0
60943247,0
93839126,0
37885867,0
34250726,0
40076439,0
87587313,0
82602267,0
93889398,0
93772251,0
42123196,0
75002240,0
93911391,0
93155691,0
93972361,0
93882142,0
67785465,0
82434656,1
81918905,0
51546015,0
55776180,0
73493177,0
90375467,0
32192366,0
34025708,0
93899816,0
48020020,0
41346437,0
44917414,0
72190335,0
66388496,0
93938040,0
93970141,0
74847902,0
67170028,0
56473271,0
93950848,0
87202921,0
51046486,0
93977330,0
47301366,0
42990166,0
93905859,0
52321890,1
65919093,0
44675378,0
67005472,0
68289612,0
33181274,1
32539174,0
61787875,0
48523480,0
72930014,0
53702274,0
48248003,0
61276227,0
81995850,0
41574924,0
89581148,0
80272963,0
76709942,0
62660936,0
93968152,0
75210476,0
74510012,0
93093603,0
56298190,0
41015616,0
59953242,0
68381331,0
73520273,0
62850558,0
32496550,0
93907021,0
78449727,0
73793856,0
52889222,0
89182518,0
42491434,0
91090259,0
93983661,0
71236547,0
80808708,0
93950958,0
71558517,0
88934016,1
59796334,0
93839392,0
38404306,0
57786216,0
90896015,0
63253681,0
93987458,0
33251641,0
82358588,0
40434301,0
82510539,0
48412884,0
49366539,0
77237917,0
67937871,0
35424584,0
93923708,0
93939013,0
68820453,0
54527692,0
76795019,0
46581119,0
65662125,0
38955916,0
32886657,0
93956755,1
78247151,0
93997098,0
90770049,0
61095434,0
57903652,0
71060709,0
40791815,0
35112187,0
82198270,0
78167021,0
44844973,0
75976885,0
80894658,0
60118696,0
36527042,0
41601912,0
45244917,0
44889649,0
63966354,0
93871387,0
44132166,1
74087638,0
36012662,0
52524375,0
56130189,1
93828661,0
52189238,0
54774398,0
32431316,0
58640249,0
64854776,0
80716369,0
93895329,0
39027337,0
39865134,0
63706547,0
66426177,0
62502632,0
93836303,1
47998950,0
65458706,0
63786982,0
93867019,0
72536134,0
78441036,0
93870444,0
44701558,0
69591346,0
93819226,0
82057389,0
37947226,0
35256094,1
60690804,0
93830204,0
91015788,0
63147060,0
69511023,0
63956562,0
93842033,0
91240073,0
93894000,0
92640216,0
68106367,0
62465182,0
69010022,0
93879782,0
42935035,0
50734507,0
93816659,0
40059558,0
35740480,1
50819922,1
33433358,0
59438345,0
35949523,0
59365112,0
93954557,1
56274487,0
32076778,0
37015774,0
56199255,0
55093238,0
56501988,0
59066334,0
91793886,0
54626259,0
53983192,0
93972995,0
93936974,0
69460241,0
53357177,0
71839948,0
33828352,0
93967888,0
48370187,0
32380341,0
86613604,0
64590716,0
39257721,0
70130455,1
63697274,0
93881679,0
90941725,0
67639051,0
35478751,0
81184888,1
34874020,0
91931742,0
72714195,0
46831601,0
61513656,0
38586052,0
58979670,1
47034260,0
89280915,0
43527010,0
69513398,0
93887622,0
71978720,0
86646185,1
80098397,0
93897547,0
93865463,0
41615266,0
37485473,0
77176933,1
63241034,0
70450574,0
84386769,0
45155987,0
89560531,0
74647377,0
93869046,0
72127071,0
51751425,0
87102115,0
93963518,0
38138007,0
40995321,0
55977307,0
77802461,0
93960629,0
90305612,0
91250685,1
93851208,0
36375348,0
36697316,0
35145084,0
75514833,0
82925064,0
39599095,0
46944089,0
75332682,0
37113258,0
86888807,0
57472620,0
63669490,0
93845932,0
32081845,0
36081541,0
35288317,0
45336990,0
78920566,0
58774495,0
93837243,1
81089885,0
93089359,0
56544614,0
53758675,0
60473382,0
65982158,0
50845875,0
67438820,1
69925989,0
89146619,0
78798803,0
71288821,0
68860653,0
64505328,0
61331342,0
93831944,0
54111634,0
75773258,0
77674874,0
32715945,0
65778090,0
50771360,0
40027777,0
34833744,0
44648627,0
57912089,0
60235751,0
52761759,0
52749123,0
42947196,0
58333121,0
93857061,0
31292468,0
61268827,0
34482771,0
70420466,0
52027509,0
68851655,0
93873687,0
51741458,0
39589176,0
64308874,0
93910928,0
62581289,0
31888520,0
91084350,0
93118521,0
67971940,0
93841664,1
69010353,0
43886149,0
90195533,0
88548425,0
72726367,0
81160889,0
93851793,0
86841266,0
39683823,0
71896749,0
36298135,0
74358293,0
60726724,0
75945458,0
74590229,0
43681418,0
93828119,0
93839764,0
74519578,0
70285564,0
55160491,0
70388186,0
69511583,0
89898690,0
59411752,0
93993568,0
75650936,0
63570057,0
87149435,0
42471214,0
41381885,1
93961221,0
74563146,0
70034973,0
92295712,0
68757266,0
81292871,0
55759232,0
43155542,0
48948993,0
67308544,0
47948035,0
31284957,0
68115143,0
77645312,0
62310988,0
76515980,0
48777278,0
52360077,0
69620799,0
64097672,0
93759857,1
42189555,0
68901390,0
57274628,0
68756646,0
56329274,0
54177554,0
31262131,0
93814350,0
31470604,0
55833648,0
84165629,0
58322495,0
90620365,0
65048063,1
90976813,0
35153928,0
56483841,0
80589983,0
93985821,0
85013931,0
55409824,0
93901991,0
91446569,0
64592211,0
93876730,0
51806397,0
60889959,1
93912228,0
36003042,0
78982222,0
90945858,0
59451869,0
93951560,0
86358341,0
47219283,0
78927523,0
77235215,1
65955024,0
69462058,0
50518218,0
34442106,0
47611513,0
39484542,0
57920973,0
93899614,1
93886295,0
69065118,1
48226464,0
45073205,0
44313970,0
41276306,0
57948295,0
41022565,1
33026576,1
54854103,0
71991926,0
93996555,0
82078279,0
93867440,0
93964642,0
92585829,0
51208375,0
65712876,0
90033985,0
36794567,0
57034712,0
47295690,0
47066826,0
52435216,0
77497752,0
86803643,0
59801874,0
60140080,0
76858316,0
33942104,0
57454503,0
93905511,0
89327902,0
62983252,0
68632002,1
58604891,0
48198983,0
76114936,0
62031592,0
71814853,0
93947235,0
32880881,0
48618560,0
75340800,0
93955515,0
93898052,0
37771608,0
93939850,0
90417205,0
64278234,0
70221579,0
93889248,0
34803163,0
56244114,0
67241412,1
61262042,0
36492634,0
35161299,0
69245294,0
93862648,0
43170238,0
74171129,0
33844065,0
90064261,0
77542625,0
92682895,0
45916136,1
49652470,0
59845140,0
53281925,0
55164651,0
53675784,0
55717897,0
53705595,1
62145586,0
48285975,0
93965083,0
36741306,0
90270218,0
55719501,0
59473160,0
65821761,0
56341165,0
76284284,0
61975675,0
82433724,0
52883506,0
75174323,0
32159300,0
93872432,1
71464284,0
68744197,0
53798719,0
63456670,0
59288557,0
45079378,0
61016770,0
62334277,0
75547509,0
66128597,0
65586508,0
47741376,0
93899033,0
32323887,1
93964113,0
35658724,0
64126043,0
93912444,0
42205530,0
73585195,0
54276733,0
61305995,0
64743240,1
54352313,1
93906629,0
93897147,0
77995757,1
53889444,0
59141511,0
59137836,1
93839733,0
70452923,0
93987801,0
62070764,0
91312033,0
70923254,0
67342649,0
64075525,0
93839484,0
66715757,0
49540685,0
79707314,0
64612850,0
48224941,0
32589354,0
91473680,0
51209779,0
64524120,0
88392744,0
43556829,0
53091096,0
69585847,0
93896191,1
37354373,0
67442326,1
48531391,0
57634833,0
71424957,0
74599286,0
49787594,0
79837457,0
81018324,0
74115026,1
87330619,0
62368974,0
48082471,0
60178927,0
93893216,0
93942202,0
65544537,0
42836146,0
48580279,0
33192616,0
64758621,0
84745228,0
79837942,0
76300452,1
48767983,0
87372306,0
93881236,0
41680450,0
64441850,0
65604747,0
78739228,0
39754647,0
65832894,0
78361468,0
88601913,1
73005823,0
85918513,0
75175877,0
71950447,0
93904007,0
34527808,0
35315854,0
88879729,0
53319486,0
61162998,0
37000274,0
69515540,1
66925328,0
78140390,0
63216101,0
68460422,0
32371947,0
56352169,0
89013708,0
38530440,0
31850379,0
62366307,0
93906614,1
62648706,0
74459857,0
93943795,0
93911991,0
41468133,0
47568720,0
89903460,0
64126393,0
49066438,0
45798694,0
69405717,0
79257747,0
56091791,0
45650776,0
42721561,0
60305231,0
58024298,0
50265382,0
90818483,0
61422477,0
45052062,0
86902386,0
36185133,0
69620614,0
31503049,0
64357196,0
72601428,0
83703673,0
70671208,0
52723633,0
93992748,0
41029082,0
47903271,0
93827344,0
46445774,0
82704661,0
81862295,1
33573247,0
43535505,0
54811443,0
93965218,0
39785166,0
63137827,0
93864904,0
55264063,0
50617442,0
93945708,1
33790963,0
48287536,0
84866530,0
47060349,0
93872933,0
84262134,0
42293622,0
37484329,0
67302375,0
93957983,0
93900642,1
75368007,0
93950712,0
82250318,0
93838413,0
68662457,0
44093438,0
55007193,0
55676286,0
68653294,0
90902017,0
62410387,0
52285898,0
60075425,0
34160063,0
93971862,0
70402046,0
93881999,0
53641805,0
69024187,0
86070348,0
66655576,0
50995339,0
57313683,0
58900408,0
92555069,0
62035723,0
86323331,0
47058588,0
36510785,0
93912684,0
84849677,0
91069480,0
39741272,0
69171781,0
72797105,0
69026610,0
93836350,0
63115816,0
74946915,0
39396928,0
92771821,0
49645515,0
68754530,0
81643508,0
39717418,0
39687760,0
47512648,0
39817867,0
93813169,0
45145820,0
93991255,1
32767608,0
43546453,0
63772241,0
66386009,0
37779655,0
31875716,0
32248073,0
63807731,0
93963896,0
61963057,0
93991442,1
64044844,0
46020967,1
66202573,0
47631470,0
38989271,0
72234811,0
93877961,0
35364980,0
71731491,0
61102680,0
61564720,0
93902217,0
59313356,0
81983273,0
51326425,0
93845883,0
31634419,0
88868804,0
37409661,0
77188104,0
44946899,0
73377502,0
71549878,0
60921973,0
93848307,0
64511094,0
93869638,0
38527760,0
79387042,0
66574041,0
48978646,0
69026670,0
93952218,0
44140318,0
93874997,0
73211440,0
67815411,0
56528681,1
51253115,0
40612715,0
73862534,0
64653619,0
68711222,0
48306571,0
89932467,0
37296738,0
93824538,1
93870371,0
90492169,0
46980015,0
87898854,0
93839036,0
78139169,0
37297681,0
42909043,0
93904692,0
46307688,0
90926933,0
67483652,0
70428869,0
59596055,0
58061328,0
48513771,0
70871030,0
49242604,0
50924594,0
73777007,0
42435776,0
55005846,1
79022822,0
36148604,0
71687720,0
69114759,0
93980694,0
93868407,0
76316417,0
42137679,0
47625979,0
69245390,0
38300468,0
49759943,0
77312485,0
48657543,0
50008049,0
78371135,0
86537584,0
68791507,0
67522906,0
54207824,0
71749287,0
63953336,0
93946084,0
83620204,0
59574605,0
93977377,0
64394445,0
78031926,0
54675517,0
68370271,0
61924972,0
62197460,0
55706436,0
33389271,0
93870188,0
50900833,0
93942981,0
43887456,0
86838882,0
73837308,0
91005160,0
52101185,0
93982316,0
69141054,0
53668221,0
45540473,0
93867499,0
60501022,0
63788860,0
64408137,0
58229702,0
68490005,0
87477766,0
44759903,0
57478160,0
39195169,0
87426520,0
73222116,0
93907732,0
93993572,0
93846369,0
31337414,0
53634450,0
52122569,0
93830005,0
93862450,0
75617939,0
83331775,0
33074084,0
52009211,0
55911043,0
72856772,0
40849408,0
44611199,1
40481162,0
43765521,1
53972158,0
55350645,0
73332671,0
42183528,0
47624756,0
56231123,0
86946644,0
75835890,0
66376115,0
39367575,0
39783184,0
91462583,0
73812722,0
34148222,0
53055985,0
64067165,0
57152886,0
93902591,0
62669915,0
48523143,0
93905260,0
46296407,0
83007448,0
54486686,0
54824075,0
53993556,0
93825563,0
43043701,1
93830425,0
42137947,0
38674085,0
64390371,0
45965598,0
38710116,0
86695689,0
90488448,0
93849187,1
43490707,0
40913301,0
69206666,0
53572366,0
61890122,0
60263700,0
49792705,0
51587457,0
48855968,0
93964908,0
59265242,1
56099406,0
69313308,1
93871371,0
66590657,0
50905790,0
49228460,0
61382231,0
48026678,0
89855517,0
73376415,0
85064883,0
58853764,0
93889738,0
62029759,1
93845414,0
41634096,0
93858065,0
69078539,0
52087955,0
79163552,0
89581262,0
43222977,0
93908515,0
93800598,0
58209407,0
93836052,0
50286220,0
36128253,0
72432730,0
65062908,0
40162098,0
82072345,0
46751632,0
93900863,1
36796836,0
41969556,0
54864735,0
69863967,0
47162186,0
61935984,0
77950265,0
47591419,0
93907240,0
55447590,0
36111765,0
66041158,0
87703203,0
93893225,0
71576213,0
61911396,0
65313110,0
66839214,0
70487932,0
73392335,0
76254390,0
64389168,0
93954276,0
43806956,0
83551764,0
32630022,0
93961633,0
67845771,1
49717138,0
84618982,0
57953152,0
74020450,0
73809189,0
58238278,0
86637341,0
42903315,0
84735130,0
93891346,0
61666654,0
93987006,0
84110960,0
89981431,0
93816524,0
38184731,0
36832536,0
58113826,0
68415610,0
36759587,1
82699423,0
93991542,0
41294281,0
38445645,0
53190364,0
93707500,0
56011202,0
54611301,0
77357325,0
93972061,0
52478836,1
37575253,0
93915084,0
58512642,0
93826307,0
37641048,0
35676663,0
35775629,0
93991546,0
41092765,0
53530562,0
83135847,0
34903462,0
91999588,0
86032195,0
65061881,0
81279049,0
93817320,0
74784803,0
35502424,0
44007398,0
43505535,1
93909904,0
76390087,0
33216707,0
68345014,0
67437490,0
62827103,0
73744168,0
48729438,1
85841440,0
74393995,0
50247510,0
68189534,0
68582909,0
81601869,0
47797307,0
72856521,0
46719192,0
45179935,0
85907761,0
64651442,0
93969157,0
51288681,0
72363612,0
43060705,0
58397187,0
93987512,0
74803883,0
93871097,0
55268467,0
93885780,0
57826596,0
34994800,0
75443040,0
82927665,0
76551291,0
69576547,0
46340802,0
33190437,0
41710765,0
58219397,0
45890339,0
50171346,0
48412430,1
93907284,0
50589848,0
80491860,0
51808312,0
48546503,0
93856530,0
51741819,0
93937015,0
49808993,0
55992862,0
35747290,0
59443935,0
31483598,0
42425401,0
60727535,0
37868104,0
93968222,0
38266515,0
35432880,0
37996893,0
89115725,0
53064806,0
73751843,0
47400731,0
53029131,0
40757332,0
70869324,0
46603703,0
49315462,0
60564401,0
93860810,0
85798350,0
60739751,0
93958546,0
51186617,0
55384349,0
63051038,0
55239015,0
56828170,0
73657776,0
33660911,1
93951959,0
42974272,1
89776423,0
93860684,0
38225500,0
73941468,0
74258571,0
65631829,0
52577963,0
62220238,0
76167130,0
88032537,0
48111566,0
93898870,0
93912201,0
82526166,0
93998039,0
87212254,0
49646869,0
91817511,0
34276679,0
90474525,0
93884828,0
93910387,0
59744739,0
65495535,0
93997593,0
93982914,0
93958380,0
40457504,0
32527506,0
58991380,0
31384177,0
76681421,0
64254851,1
43390385,0
34451734,0
66794071,0
93880448,0
81526873,0
85955253,0
87929532,0
93457172,0
68049693,0
93886847,0
66251704,0
49623452,0
93884164,0
81750969,0
73990669,0
53382893,0
32805488,0
68093649,0
50511028,0
43962507,0
31363804,1
39992981,0
58545351,0
93816281,1
59032189,0
93882685,0
69273218,0
42118058,0
67786921,0
40850217,0
56338768,0
85441135,0
92819723,0
53964532,0
32559058,0
91289625,0
53040386,1
93908394,0
76817202,0
38287617,0
70787436,0
92542854,0
59751669,0
58643914,0
93873808,0
93126418,0
67961582,0
65904679,0
59451579,0
38634173,1
63919965,0
76738469,0
72641787,0
68424620,0
80535544,0
86130601,0
54849821,0
46975613,0
87194205,0
93901742,0
61769771,0
40782859,0
58492515,0
88540909,0
46072236,0
93848419,0
93852408,1
73642225,0
52560672,0
80010332,0
77285651,0
43869254,0
93826189,0
87514181,0
40998718,0
55911264,0
56064746,0
41755896,1
69573142,0
50571901,0
93882040,0
69612198,0
33351509,0
32329082,0
42708695,0
86578744,0
41158004,0
93834591,1
66137928,0
77440963,0
36297622,0
93836838,1
44773774,0
53726103,0
37677687,0
40022362,0
61381047,0
44802139,0
33816080,0
88439079,0
60714804,0
61593755,0
60599192,0
41115405,0
43054818,0
38679745,0
42808832,0
49899574,0
93818027,0
37462673,0
89266954,0
75174385,0
52852130,0
93831363,0
80957076,0
58222993,0
44163267,0
41006878,0
69403065,0
51977383,0
37276147,0
75277015,0
44087479,0
59609671,0
93862269,1
92761689,0
48483513,0
89373615,0
62230691,0
93346624,1
63550045,0
89351361,0
34338660,0
53371695,0
35493887,0
93103158,1
77261071,0
93840334,0
64711154,0
35595424,0
38015246,0
76865968,0
75007540,0
42613226,0
77824242,0
92949730,0
34588954,0
47653559,0
61222486,0
77243589,0
60242177,0
89718870,0
33507069,1
61594272,0
91212251,0
38722710,0
34322392,0
57270486,0
76781688,0
45747051,0
69635119,0
90666609,0
36186194,1
53109362,0
52708852,0
61596402,0
89150836,0
43669111,0
93871776,0
57057249,0
60777138,0
64217511,0
78929141,0
72272422,0
37311279,0
78254606,0
93975787,0
64739497,0
90380231,0
67744930,0
70712381,0
52687507,0
40997935,0
52486023,0
70921348,0
93908779,0
61020998,0
54259558,0
68863937,0
85918546,0
81776463,0
61269035,0
58568247,0
40435125,0
43820277,0
40871470,0
56036265,0
56811499,0
61102835,0
36857156,0
91123213,0
74522014,0
36747262,0
93905632,1
59658367,1
35703159,0
39101429,0
41669709,0
53753963,0
92603989,0
93956260,0
74132523,0
31257814,0
71083150,0
35653996,0
65882249,0
59339816,0
63676642,0
65811470,0
45161529,1
93856277,0
42070648,0
75183671,0
45109411,0
93892966,1
64075102,0
91808304,0
93869589,0
93858825,1
90866654,0
85201526,0
70217594,0
88908407,0
64089598,0
91326508,0
58334416,0
93959126,0
31727809,0
53132857,0
66042600,0
76727283,0
43656585,0
67994270,0
84219410,0
60622274,0
92489839,0
80611742,0
66427758,0
54835895,0
76597020,0
66353183,0
53485282,0
84310243,0
40112787,0
45219444,0
71178386,0
66462814,0
77331722,0
50105803,0
70617812,0
32081738,0
70382194,0
36915737,0
58644512,0
93845571,0
44542060,0
72640177,0
45912757,0
55691653,0
69650094,0
77689152,0
92219990,0
51597064,0
53880953,0
60652726,0
49087107,0
75169270,0
93814986,0
93905107,0
89469945,0
37998695,0
59561551,0
37694519,0
68136231,0
93911741,0
84276082,0
45806888,0
93840004,0
41880340,0
60256203,0
64109902,0
31856004,0
71999744,0
75142494,0
88800883,0
86720110,0
48620725,0
74751910,1
58724846,0
73886329,0
35009688,0
64301220,0
49767398,0
93881701,0
63352465,0
37653492,0
36121403,0
89851750,0
74143908,0
82868090,0
75975009,0
62918991,0
53560776,0
90784187,0
93955174,0
50496722,0
65462750,0
49458446,0
47922167,0
62718503,0
77723781,0
47502357,0
48601265,0
35220851,0
35538102,0
61049709,0
87317130,0
61144599,0
62948369,0
31594936,1
66356074,0
52183328,0
91731416,0
76757043,0
52170841,0
76422794,0
56283244,0
56450995,0
50192002,0
71291335,0
44339730,1
58241093,0
44617403,0
92114376,0
42831908,0
57338343,0
57191905,1
63635099,0
93891363,0
63968848,0
47351525,0
63244733,0
38173711,1
76238948,0
75753650,0
65911730,0
43585971,0
34082432,1
90608876,0
50794548,0
67372905,0
64722905,0
61002175,0
43877491,0
87521834,0
51116082,0
93687189,0
64021796,0
93857887,0
80703965,0
32438636,0
74530483,0
50188337,0
43614028,0
76421611,0
84504171,0
50021591,0
65130245,0
93867669,0
93831716,0
77436050,0
61380397,0
50629085,0
70696414,0
68042945,0
65771004,0
74089431,0
52309352,0
93759621,0
92785107,1
49428900,0
75108818,0
36200794,0
79099495,0
63875517,0
62987260,0
68618416,0
49827724,0
33974713,0
36344391,0
67102684,0
93860052,0
56260269,0
56718357,0
49733805,0
36291046,0
78874547,0
67467784,0
63357559,0
36468872,0
75566420,0
53637571,0
54299426,0
63545623,0
59502722,0
36418302,0
93135097,0
92596230,0
63618812,0
70465614,0
93895010,1
46205190,0
93985553,0
64099588,0
67438307,0
64224076,0
41477504,0
59277034,0
36525809,0
70922064,0
77316163,0
65711320,0
93847183,0
69233227,0
85700276,0
47905322,0
93966833,0
43265447,0
70969041,0
89085893,0
56618932,0
93897580,0
42817885,0
49304589,0
88183600,0
65998260,0
46151760,0
93959895,0
48432813,0
90568794,0
77513458,0
38530376,0
70541069,0
49419983,0
79919546,0
39748585,0
68760292,0
42360878,0
57500524,0
60973028,0
74014435,0
44032263,0
40695985,0
61574847,0
48290393,0
56308171,0
59656355,0
33661824,0
71471277,0
67239993,0
55759952,0
65777470,0
67736822,0
58624156,0
46561288,0
31762644,0
87007059,0
70645605,0
59195608,0
80604064,1
76158523,0
40134675,0
58018563,0
66067670,0
93978398,1
53977722,0
93863079,1
67989152,0
93971553,0
93836527,0
48515866,0
73898414,0
66638405,0
77823520,0
56025944,0
93860635,0
66246928,0
55027089,0
52907646,0
66680759,0
65908985,0
76089873,0
81623055,0
74670396,0
71777506,1
34242566,0
91436563,0
47528655,0
93831792,0
56398123,0
79003872,0
40203937,0
93961271,1
41192060,0
67451317,0
40496756,0
36349914,0
67829649,0
33999159,0
93838395,0
65266562,0
86887069,0
93547796,0
93641397,0
93891439,0
40705285,0
84340227,0
34213884,0
64706970,0
69461636,0
47067419,0
64703477,0
38575577,0
55621272,0
61427096,0
93938504,0
48930614,0
61836427,0
93945225,0
45883915,0
47402858,0
62074574,0
42303666,0
64777515,0
60631525,0
57977407,0
62882111,0
93972765,0
70883179,0
93884331,0
76579138,0
37510227,0
82738873,1
76049092,0
62558342,0
61404843,0
64438976,0
47340554,0
36875209,1
37760997,0
56530174,0
69868869,0
92086295,0
62800961,0
93828085,0
41928278,0
79449543,0
60080484,0
92223968,0
41904028,0
54001393,1
70734957,0
31691081,0
37760050,0
69020923,0
54284771,0
81664165,0
60647477,0
78703041,0
68023231,0
88785900,1
92098626,0
78447913,0
36589849,0
62674926,0
74591416,0
33897732,0
44160622,0
78575551,0
45396876,0
35036005,0
71712234,0
51711882,0
46139582,0
37317355,0
36515711,0
46836926,0
89897086,0
31501909,0
74967803,0
54668096,0
67073862,0
63386867,0
84198393,0
93908298,0
71501757,0
43716748,0
86904023,0
93839159,0
57237388,0
54074400,0
93849535,0
67161106,1
65589803,0
71021004,0
68447222,0
55312134,0
83505685,0
48361496,0
41901029,0
62901734,0
92638044,0
93849183,0
72149286,0
49848841,0
37807194,0
90313234,0
64918869,0
45007406,0
31710794,0
77458001,0
45266878,0
35526692,0
