id_venda,id_meio_pgto,vl_pgto
2439482003                              ,3017,30.000018
2439482474                              ,3110,159.98
2439516542                              ,1000,325.95
2439533705                              ,3005,199.97
2439567518                              ,4050,169.98
2439589431                              ,8000,109.99
2439599022                              ,3005,45.370003
2439599022                              ,4040,127.589997
2439616330                              ,3005,245.95
2439622341                              ,8000,62.99
2440325657                              ,3003,105.97
2440328225                              ,4050,39.99
2440330899                              ,3110,149.98
2440331034                              ,4040,70.000016
2440331034                              ,8000,9.979984
2440356222                              ,1000,136.979829
2440356222                              ,3111,208.000171
2440357513                              ,1000,325.91
2440364412                              ,1000,7.980023
2440364412                              ,4050,79.989977
2440365858                              ,3003,19.99
2440371725                              ,3111,245.93
2440374044                              ,3003,189.97
2440374366                              ,1000,39.999962
2440374366                              ,4050,189.980038
2440379313                              ,3003,129.98
2440386085                              ,1000,33.999989
2440386085                              ,4050,45.990011
2440387005                              ,1000,-0.03998
2440387005                              ,4050,99.98998
2440393160                              ,3003,155.95
2440398009                              ,1000,-0.03998
2440398009                              ,4050,99.98998
2440409260                              ,3003,209.95
2440425916                              ,8000,99.99
2440438175                              ,8000,79.99
2440444291                              ,3003,203.96
2440463851                              ,3005,39.990045
2440463851                              ,4050,169.979955
2440487250                              ,1000,155.97
2440490350                              ,3017,99.99
2440496474                              ,3005,509.84
2440497422                              ,3005,39.99
2440502337                              ,1000,29.98991
2440502337                              ,3003,209.96009
2441330145                              ,3005,189.96
2441342256                              ,1000,89.99
2441342958                              ,1000,-0.009958
2441342958                              ,4050,119.989958
2441343794                              ,3005,99.98
2441345052                              ,1000,29.99
2441359780                              ,3003,279.96
2441370915                              ,8000,165.96
2441371761                              ,1000,-0.03998
2441371761                              ,4050,99.98998
2441385285                              ,8000,29.99
2441386245                              ,3003,259.97
2441386766                              ,3100,635.88
2441397037                              ,8000,29.99
2441398751                              ,4050,59.989996
2441398751                              ,8000,35.990004
2441421135                              ,3003,419.95
2441455512                              ,8000,79.99
2441462664                              ,3110,59.99
2441469663                              ,8000,29.99
2441477248                              ,8000,19.99
2441506340                              ,8000,29.99
2441511264                              ,8000,47.98
2441515097                              ,8000,239.95
2441524122                              ,3003,139.94
2441524883                              ,3003,129.98
2441540173                              ,3111,89.98
2441541527                              ,4050,169.980045
2441541527                              ,8000,9.989955
2441548716                              ,8000,119.96
2441562760                              ,3003,106.380021
2441562760                              ,4040,43.589979
2441570901                              ,1000,25.99
2441577357                              ,3003,139.97
2441595292                              ,8000,239.94
2441595471                              ,1000,189.97
2441600166                              ,1000,29.99
2441612184                              ,1000,10.000019
2441612184                              ,4050,29.989981
2441618622                              ,3005,59.98
2441626034                              ,3113,229.959875
2441626034                              ,4050,39.990125
2441626334                              ,8000,79.99
2441626373                              ,3111,239.97
2441626500                              ,4050,69.99
2441626504                              ,3113,411.93
2441626568                              ,3003,269.97
2441627541                              ,8000,224.95
2441638641                              ,3003,109.98
2441646433                              ,3003,249.99
2441648365                              ,3003,219.98
2441663030                              ,1000,69.99
2441664061                              ,3110,419.94
2441664191                              ,8000,79.99
2441677339                              ,3003,109.98
2441681463                              ,3113,169.98
2441682065                              ,8000,79.99
2441688037                              ,3003,99.9999
2441688037                              ,4050,899.0001
2441688117                              ,3003,124.97999
2441688117                              ,4040,100.00001
2441688164                              ,3003,699.0
2441688387                              ,3005,899.0
2441697199                              ,3113,349.9
2442329245                              ,3005,179.98
2442331065                              ,3111,189.96
2442341212                              ,3100,119.96
2442344745                              ,3113,89.979932
2442344745                              ,4040,80.000068
2442347869                              ,3003,239.97
2442348227                              ,3003,39.99
2442349124                              ,3005,149.97
2442356501                              ,8000,62.99
2442361930                              ,3111,119.98
2442379213                              ,8000,52.98
2442398842                              ,3003,359.97
2442402112                              ,1000,69.99
2442423707                              ,8000,85.98
2442426687                              ,8000,49.99
2442442402                              ,4050,39.99
2442453077                              ,1000,109.98
2442453240                              ,1000,39.99
2442460018                              ,1000,29.98995
2442460018                              ,4050,119.98005
2442464283                              ,8000,129.98
2442598107                              ,3113,49.989951
2442598107                              ,4050,99.980049
2442599743                              ,8000,69.99
2442605120                              ,3005,129.96
2442613680                              ,3113,45.98
2442614811                              ,4040,19.99
2442624519                              ,1000,9.999959
2442624519                              ,4050,79.990041
2442624622                              ,4050,49.99
2442624669                              ,8000,89.98
2442626524                              ,8000,35.99
2442638698                              ,3017,269.98
2442640995                              ,8000,99.98
2442642372                              ,1000,275.95
2442645653                              ,3110,42.98
2442646896                              ,8000,252.94
2442650082                              ,3001,149.97
2442658522                              ,3005,119.99
2442667091                              ,3017,229.97
2442673534                              ,6001,669.89
2442677430                              ,8000,59.99
2442677585                              ,3003,69.96
2442703354                              ,3110,49.999996
2442703354                              ,8000,39.980004
2442708921                              ,3005,59.99
2442717754                              ,8000,89.97
2442719515                              ,3005,69.999938
2442719515                              ,8000,69.980062
2442725911                              ,3005,541.87
2442725929                              ,1000,79.98
2442730695                              ,8000,159.98
2442730702                              ,3113,341.95
2442731023                              ,1000,50.000024
2442731023                              ,8000,59.989976
2442761063                              ,3005,161.97
2442762072                              ,8000,79.98
2442766211                              ,1000,9.999961
2442766211                              ,4050,99.990039
2442791259                              ,8000,19.99
2443327038                              ,3003,749.0
2443327889                              ,3113,119.99
2443339951                              ,1000,79.969999
2443339951                              ,8000,150.000001
2443361150                              ,1000,0.010018
2443361150                              ,4050,59.979982
2443368160                              ,8000,19.99
2443376077                              ,3113,235.96
2443389108                              ,3100,157.96
2443391102                              ,1000,69.99
2443409495                              ,8000,59.98
2443418026                              ,3003,219.95
2443446212                              ,4050,49.99
2443458831                              ,1000,29.99
2443473148                              ,3005,139.98
2443475260                              ,3110,89.98
2443475360                              ,8000,331.94
2443482983                              ,4050,59.99
2443484078                              ,3005,99.96
2443485828                              ,3113,105.97
2443525339                              ,3003,359.94
2443531625                              ,1000,159.98
2443537520                              ,4040,100.000011
2443537520                              ,8000,55.969989
2443537900                              ,3113,49.99
2443537900                              ,4050,49.99
2443549075                              ,4040,17.99
2443549535                              ,3003,62.989965
2443549535                              ,4040,17.000035
2443550449                              ,8000,149.97
2443556265                              ,1000,59.98
2443585073                              ,1000,99.97
2443607303                              ,8000,119.97
2443608528                              ,8000,215.94
2443620422                              ,4050,69.99
2443620640                              ,3111,205.96
2443632207                              ,8000,59.98
2443642159                              ,4040,19.99
2443644113                              ,3003,109.99
2443685633                              ,1000,59.98
2443700750                              ,8000,79.98
2443701251                              ,1000,59.99
2443710143                              ,3113,289.96
2443725298                              ,3003,14.489998
2443725298                              ,4040,15.500002
2443754024                              ,1000,129.98
2443760347                              ,3110,79.98
2443766418                              ,1000,69.99
2443790215                              ,1000,99.98
2443797463                              ,3113,93.96
2443798120                              ,8000,329.95
2443799537                              ,3003,24.99
2443812241                              ,8000,157.94
2443818028                              ,8000,949.0
2443823321                              ,3113,179.98
2443831153                              ,8000,59.99
2444211544                              ,8000,29.99
2444219031                              ,3017,169.97
2444228038                              ,1000,19.99
2444228564                              ,4050,59.99
2444231064                              ,1000,79.99
2444231270                              ,3113,135.97
2444242585                              ,3003,99.98
2444281314                              ,3005,101.95
2444292013                              ,3003,79.99
2445342310                              ,3005,119.97
2445343608                              ,3003,59.97
2445347373                              ,3003,149.97
2445348225                              ,3110,195.96
2445361459                              ,3113,49.98
2445367690                              ,8000,109.98
2445375022                              ,1000,89.98
2445381152                              ,8000,105.98
2445404258                              ,3003,305.94
2445408316                              ,3005,179.96
2445417251                              ,8000,105.98
2445418170                              ,4050,59.98
2445420295                              ,3003,49.99
2445440222                              ,3003,29.99
2445442329                              ,1000,29.99
2445443392                              ,8000,29.99
2445456332                              ,3003,210.95
2445458476                              ,1000,39.969972
2445458476                              ,4040,100.000028
2445459123                              ,8000,49.99
2445479222                              ,3003,129.98
2445482031                              ,8000,81.97
2445486121                              ,8000,59.98
2445490005                              ,8000,149.98
2445517247                              ,3005,149.96
2445519062                              ,3003,139.98
2445609774                              ,1000,29.980023
2445609774                              ,4050,89.989977
2445616601                              ,3005,149.930003
2445616601                              ,4050,49.989997
2445626268                              ,3111,41.389985
2445626268                              ,4040,88.580015
2445633691                              ,3003,79.99
2445633769                              ,3100,879.93
2445662556                              ,8000,25.99
2445694475                              ,3113,29.999998
2445694475                              ,8000,69.980002
2445696031                              ,8000,48.98
2445719151                              ,3110,29.99
2445727722                              ,1000,5.950018
2445727722                              ,4050,199.989982
2445731390                              ,3003,209.97
2445733720                              ,3005,49.97
2445745217                              ,1000,4.000006
2445745217                              ,4050,25.989994
2445745421                              ,1000,79.99
2445755187                              ,8000,12.99
2445756235                              ,3003,109.98
2445770584                              ,3003,249.95
2445804286                              ,8000,42.98
2445837354                              ,8000,145.97
2446329107                              ,3017,89.99
2448325266                              ,4050,49.99
2448326607                              ,8000,69.99
2448333222                              ,3005,260.05
2448341357                              ,8000,129.97
2448356749                              ,8000,99.98
2448369343                              ,1000,-0.010014
2448369343                              ,4050,59.980014
2448374387                              ,8000,59.98
2448384223                              ,3005,189.98
2448403397                              ,3113,109.98
2448431064                              ,8000,55.98
2448431166                              ,1000,65.98
2448463051                              ,8000,25.99
2449333680                              ,1000,239.98
2449337744                              ,8000,129.98
2449337956                              ,8000,141.95
2449339706                              ,8000,199.97
2449344574                              ,3005,69.98
2449367513                              ,8000,39.99
2449367531                              ,1000,20.000053
2449367531                              ,4050,99.989947
2449373403                              ,8000,149.95
2449381031                              ,8000,29.99
2449391190                              ,3005,99.99
2449391363                              ,1000,-0.009998
2449391363                              ,4050,79.989998
2449393119                              ,3113,389.94
2449394248                              ,3110,245.93
2449407198                              ,3110,119.98
2449410384                              ,3113,55.969966
2449410384                              ,4050,89.990034
2449421200                              ,1000,29.99
2449429236                              ,1000,25.99
2449432263                              ,3111,42.99
2449434221                              ,3003,605.88
2449440184                              ,3111,149.98
2449447131                              ,8000,89.98
2449451217                              ,1000,129.98
2449874081                              ,3003,345.92
2449886534                              ,8000,89.97
2449906701                              ,3001,99.97
2449909133                              ,3111,119.97
2449922192                              ,8000,39.99
2449929198                              ,3113,59.98
2449932040                              ,3003,69.99
2450326367                              ,3113,129.97
2450328179                              ,6001,62.99
2450328880                              ,3005,288.95
2450332883                              ,3003,609.96
2450339713                              ,3005,279.96
2450340759                              ,3005,25.990002
2450340759                              ,4050,29.989998
2450341022                              ,3017,119.97
2450350895                              ,8000,59.9
2450351065                              ,3113,59.99
2450357980                              ,3003,275.93
2450358886                              ,1000,1.980023
2450358886                              ,4050,89.989977
2450372980                              ,3005,29.99
2450378854                              ,3003,3.990004
2450378854                              ,4050,35.989996
2450378894                              ,4050,69.990078
2450378894                              ,8000,119.979922
2450382495                              ,3003,149.98
2450385739                              ,8000,39.99
2450392251                              ,3005,39.98
2450395792                              ,1000,159.97
2450404248                              ,3003,149.99
2450417250                              ,1000,19.99
2450438345                              ,1000,109.98
2450449121                              ,3005,229.95
2450452317                              ,4050,59.990006
2450452317                              ,8000,9.989994
2450454556                              ,3003,209.97
2450461417                              ,3113,165.97
2450461503                              ,3003,49.980045
2450461503                              ,4050,39.989955
2450473171                              ,4050,69.990076
2450473171                              ,8000,99.979924
2450481248                              ,3113,25.99
2450481458                              ,3113,189.99
2450498095                              ,3110,25.99
2450517094                              ,8000,69.99
2450524249                              ,3003,49.940018
2450524249                              ,4040,49.999982
2450526204                              ,3003,235.95
2450537116                              ,3003,199.96
2450543084                              ,8000,109.98
2450558053                              ,4050,79.99
2450602126                              ,1000,-0.019994
2450602126                              ,4050,79.989994
2450604073                              ,3113,139.97
2451326329                              ,1000,50.00001
2451326329                              ,8000,125.92999
2451327496                              ,3003,185.96
2451329716                              ,3003,75.97
2451329842                              ,3005,19.98
2451351282                              ,8000,169.98
2451352641                              ,3003,59.98
2451352992                              ,8000,99.98
2451353585                              ,8000,9.99
2451353601                              ,8000,29.99
2451375743                              ,3111,59.98
2451377388                              ,1000,75.98
2451377785                              ,8000,125.98
2451401045                              ,1000,69.980016
2451401045                              ,4050,19.989984
2451406028                              ,3003,79.99
2451412460                              ,3005,249.92
2451420475                              ,8000,49.99
2451420749                              ,8000,79.96
2451421568                              ,3003,182.95
2451428911                              ,3005,49.99
2451429635                              ,3113,119.98
2451430297                              ,3110,79.98
2451437506                              ,1000,-0.010016
2451437506                              ,4050,59.990016
2451437728                              ,3113,41.97
2451446716                              ,3110,999.0
2451454602                              ,3003,69.99
2451454602                              ,4050,69.99
2451461512                              ,1000,39.98
2451463325                              ,8000,59.99
2451478027                              ,4050,99.98
2451516210                              ,3113,129.98
2451521300                              ,3110,79.98
2451556039                              ,4050,59.99
2451556231                              ,3113,99.97
2451561326                              ,8000,239.98
2451576169                              ,1000,9.989982
2451576169                              ,4050,69.990018
2451585193                              ,3005,110.0
2451586289                              ,1000,25.979948
2451586289                              ,4050,89.990052
2451592073                              ,8000,119.98
2451610136                              ,8000,59.97
2451613036                              ,3003,125.97
2451616217                              ,1000,109.97
2451617254                              ,8000,129.98
2451638008                              ,1000,59.99002
2451638008                              ,4050,49.98998
2451650187                              ,3111,79.98
2451691085                              ,3003,79.989946
2451691085                              ,3005,39.990054
2452328700                              ,4050,109.980032
2452328700                              ,8000,55.979968
2452330397                              ,8000,209.97
2452331137                              ,3111,159.97
2452340250                              ,3003,311.89
2452340780                              ,8000,129.98
2452360100                              ,3003,49.99
2452370040                              ,8000,59.99
2452371052                              ,3110,100.96
2452372183                              ,1000,-0.009997
2452372183                              ,4050,99.979997
2452379523                              ,1000,149.98
2452379533                              ,8000,119.98
2452384057                              ,8000,49.99
2452395008                              ,8000,159.96
2452398429                              ,3003,139.98
2452400617                              ,3003,69.959956
2452400617                              ,4040,100.000044
2452408003                              ,3085,159.98
2452408587                              ,3110,29.99
2452443134                              ,3111,455.86
2452448781                              ,3003,29.99
2452452056                              ,4050,49.99
2452461220                              ,8000,59.98
2452461548                              ,3003,29.99
2452468587                              ,3003,99.99
2452474366                              ,3017,39.96
2452482342                              ,1000,1309.0
2452505494                              ,3005,175.96
2452516189                              ,8000,29.99
2452516323                              ,8000,19.99
2452518512                              ,8000,79.98
2452523033                              ,1000,79.98
2452523094                              ,3017,119.97
2452529255                              ,8000,39.99
2452530366                              ,3111,649.0
2452531128                              ,1000,15.99
2452548071                              ,3110,119.97
2452553053                              ,8000,119.98
2452556344                              ,4040,49.999955
2452556344                              ,8000,115.970045
2452565325                              ,3003,239.97
2452639123                              ,1000,29.989998
2452639123                              ,4050,39.990002
2452642434                              ,3003,39.990026
2452642434                              ,8000,49.999974
2452651093                              ,1000,49.99
2452660101                              ,3003,29.99
2452666249                              ,3110,39.98
2452686128                              ,3113,19.99
2452705038                              ,8000,299.94
2452705077                              ,3113,649.0
2452705174                              ,8000,55.96
2453326901                              ,8000,29.99
2453327530                              ,6001,68.98
2453347490                              ,3003,22.99
2453369567                              ,4050,39.99
2453375067                              ,8000,211.96
2453379160                              ,1000,2.000015
2453379160                              ,3111,29.989985
2453380724                              ,3110,119.94
2453402097                              ,3005,29.99
2453407246                              ,1000,169.98
2453409657                              ,3003,199.96
2453414179                              ,3003,59.98
2453417342                              ,3003,69.99
2453451043                              ,8000,159.96
2453465293                              ,3003,59.99
2453996399                              ,4050,119.980011
2453996399                              ,8000,19.979989
2453997197                              ,3003,139.98
2454019400                              ,1000,123.95
2454027037                              ,8000,47.98
2454028359                              ,3003,99.99
2454028359                              ,8000,99.99
2454031200                              ,8000,39.99
2454032380                              ,3005,159.87
2454041446                              ,3110,49.99
2454042334                              ,3003,79.96
2454044188                              ,8000,139.98
2454044266                              ,1000,8.970034
2454044266                              ,4050,88.999966
2454046420                              ,3113,99.99
2454051011                              ,1000,200.000305
2454051011                              ,4050,199.95999
2454051011                              ,8000,229.989705
2454066234                              ,8000,179.91
2454069344                              ,8000,65.97
2454071087                              ,8000,69.98
2454076202                              ,1000,29.99
2454084092                              ,3003,129.969942
2454084092                              ,4050,99.990058
2454157100                              ,3100,169.98
2454342980                              ,8000,35.99
2454343578                              ,3003,149.98
2454366572                              ,4050,79.99
2454377869                              ,8000,89.98
2454396758                              ,1000,250.000036
2454396758                              ,3003,89.939964
2454403291                              ,1000,49.99
2454405308                              ,8000,122.98
2454405855                              ,1000,119.979922
2454405855                              ,4050,69.990078
2454429432                              ,1000,29.99
2454443558                              ,8000,129.98
2454460451                              ,3113,899.0
2454460632                              ,3111,19.99
2454462058                              ,3113,149.98
2454462390                              ,8000,125.97
2454470286                              ,3003,79.98
2454485050                              ,3100,269.94
2454492240                              ,8000,25.99
2454502266                              ,3005,69.99
2454514104                              ,3113,189.99
2454518035                              ,8000,59.98
2454518040                              ,3003,89.96
2454537353                              ,8000,149.96
2454553273                              ,8000,59.99
2454605125                              ,1000,29.99
2454630158                              ,3003,199.98
2455332115                              ,3111,129.98
2455333017                              ,8000,39.99
2455341377                              ,1000,29.98
2455366144                              ,3003,392.93
2456326175                              ,3005,232.95
2456329305                              ,1000,170.999689
2456329305                              ,3003,199.999631
2456329305                              ,3113,527.999781
2456335914                              ,3003,139.99
2456360118                              ,3003,495.9
2456360474                              ,3111,985.79
2456366180                              ,3003,119.99
2456366819                              ,8000,431.9
2456371326                              ,1000,30.00001
2456371326                              ,4050,49.98999
2456377461                              ,1000,79.98
2456378054                              ,1000,25.98
2456383623                              ,1000,70.000052
2456383623                              ,3003,49.979948
2456392389                              ,8000,65.96
2456396241                              ,3110,299.93
2456422182                              ,8000,29.99
2456468036                              ,8000,319.93
2456479152                              ,1000,2.990043
2456479152                              ,4050,229.969957
2456481122                              ,8000,39.99
2456512051                              ,1000,29.99
2456512057                              ,3110,62.97
2457325910                              ,3110,129.99
2457331237                              ,1000,49.99
2457340710                              ,3003,99.98
2457341845                              ,8000,89.99
2457343018                              ,4050,189.96987
2457343018                              ,8000,89.98013
2457343165                              ,4050,29.99
2457349460                              ,3003,219.94
2457382625                              ,1000,109.99
2457386177                              ,3113,69.99
2457397618                              ,1000,19.99
2457404135                              ,8000,59.97
2457420078                              ,1000,149.96
2457436500                              ,8000,199.95
2457438428                              ,8000,47.98
2457444106                              ,8000,29.99
2457446404                              ,3113,119.96
2457481211                              ,8000,29.99
2457520040                              ,3110,59.97
2457920962                              ,1000,19.999999
2457920962                              ,4050,29.990001
2457930645                              ,3110,99.99
2457931445                              ,1000,279.97
2457942847                              ,1000,29.99
2457942944                              ,1000,19.99
2457943472                              ,1000,39.98
2457944520                              ,1000,69.99
2457944678                              ,3003,129.98
2457952147                              ,1000,25.99
2457958782                              ,4050,49.99
2457959234                              ,3005,249.96
2457960014                              ,8000,59.98
2457973391                              ,1000,249.96
2457980345                              ,1000,159.97
2457982057                              ,3113,119.99
2457993363                              ,1000,19.990001
2457993363                              ,3005,79.999999
2458002105                              ,8000,222.96
2458020477                              ,3003,99.97
2458026172                              ,1000,39.98
2458065192                              ,3100,25.99
2458071313                              ,8000,139.99
2458072089                              ,4050,79.99
2458103115                              ,3111,259.96
2458109019                              ,3100,65.97
2458135201                              ,3003,168.95
2458140147                              ,1000,29.99
2458143107                              ,8000,29.99
2458212445                              ,8000,89.98
2458213354                              ,8000,79.97
2458233231                              ,4050,129.98
2458233306                              ,4050,19.99
2458234895                              ,3113,175.97
2458244683                              ,1000,89.96
2458250567                              ,8000,99.99
2458252658                              ,3017,59.98
2458285537                              ,3113,32.49
2458297146                              ,3113,139.98
2458304099                              ,1000,99.98
2458312310                              ,3005,117.95
2458341027                              ,3001,899.0
2458356075                              ,3005,248.999883
2458356075                              ,3113,400.000117
2458368093                              ,8000,99.99
2459324972                              ,3005,899.0
2459326188                              ,3003,59.98
2459329160                              ,8000,59.99
2459338293                              ,1000,49.98
2459339848                              ,1000,119.98
2459357857                              ,1000,6.010006
2459357857                              ,4050,29.979994
2459385236                              ,8000,42.98
2459409360                              ,3113,49.99
2459409631                              ,3110,59.99
2459447161                              ,8000,79.97
2459451342                              ,8000,29.99
2459457192                              ,3005,29.98
2459477177                              ,8000,109.95
2459501201                              ,8000,105.96
2459509152                              ,3005,75.96
2460351064                              ,8000,55.98
2460369061                              ,3005,139.98
2461327215                              ,1000,29.99
2461328294                              ,3113,107.99
2461329471                              ,3003,45.99
2461331454                              ,3001,189.94
2461341024                              ,3003,139.97
2461345560                              ,3005,115.97
2461358799                              ,3003,59.99
2461364041                              ,3005,19.99
2461377738                              ,3005,79.97
2461386046                              ,8000,59.99
2461407327                              ,3111,65.98
2461425370                              ,3003,89.99
2461432187                              ,3005,524.85
2461436068                              ,3110,59.98
2461438821                              ,3005,105.98
2461446506                              ,3005,139.98
2461454390                              ,1000,75.97
2461461273                              ,3113,59.99
2461462218                              ,1000,35.99
2461463703                              ,4050,25.99
2461476319                              ,3003,279.97
2461484394                              ,3113,215.88
2461488377                              ,3003,69.980049
2461488377                              ,4050,99.989951
2461493136                              ,3005,69.99
2461499309                              ,3005,69.99
2461499372                              ,3003,79.99
2461513417                              ,3003,119.99
2461522533                              ,3110,55.98
2461525286                              ,3005,63.97
2461533340                              ,8000,89.98
2461541208                              ,4050,29.990001
2461541208                              ,8000,19.999999
2461550314                              ,1000,69.99
2461555113                              ,8000,129.99
2461559171                              ,1000,139.98
2461607076                              ,4050,209.99
2461607126                              ,3110,155.95
2461619190                              ,1000,33.98
